label,text
"""Human""","“Identification of individuals using iris recognition is an emerging technology. Segmentation of the iris texture from an acquired digital image of the eye is not always accurate - the image contains noise elements such as skin, reflection and eyelashes that corrupt the iris region of interest. An accurate segmentation algorithm must localize and remove these noise components. Texture features are considered in this paper for describing iris and non-iris regions. These regions are classified using the Fisher linear discriminant and the iris region of interest is extracted. Four texture description methods are compared for segmenting iris texture using a region based pattern classification approach: Grey Level Co-occurrence Matrix (GLCM), Discrete Wavelet Transform (DWT), Gabor Fillers (GABOR) and Markov Random Fields (MRF). These techniques are evaluated according to their true and false classifications for iris and non-iris pixels”"
"""AI""","“This paper focuses on the application of iris recognition for individual identification, an emerging technology in biometrics. The accuracy of iris texture segmentation from acquired digital eye images can be compromised due to the presence of noise elements such as skin, reflections, and eyelashes that distort the iris region of interest. To achieve accurate segmentation, effective algorithms are required to localize and eliminate these noise components. The study explores texture features for describing both iris and non-iris regions. Utilizing the Fisher linear discriminant, the iris region of interest is isolated following region-based pattern classification. The paper compares four texture description methods – Grey Level Co-occurrence Matrix (GLCM), Discrete Wavelet Transform (DWT), Gabor Filters (GABOR), and Markov Random Fields (MRF) – for segmenting iris texture. The evaluation is based on their ability to correctly classify iris and non-iris pixels, considering true and false classifications.”"
"""Human""","“The basic concepts and models of weapon-target assignment (WTA) are introduced and the mathematical nature of the WTA models is also analyzed. A systematic survey of research on WTA problem is provided. The present research on WTA is focused on models and algorithms. In the research on models of WTA, the static WTA models are mainly studied and the dynamic WTA models are not fully studied in deed. In the research on algorithms of WTA, the intelligent algorithms are often used to solve the WTA problem. The small scale of static WTA problems has been solved very well, however, the large scale of dynamic WTA problems has not been solved effectively so far. Finally, the characteristics of dynamic WTA are analyzed and directions for the future research on dynamic WTA are discussed.”"
"""AI""","“The basic concepts and models of weapon-target assignment (WTA) are introduced and the mathematical nature of the WTA models is also analyzed. A systematic survey of research on WTA problem is provided. The present research on WTA is focused on models and algorithms. In the research on models of WTA, the static WTA models are mainly studied and the dynamic WTA models are not fully studied in deed. In the research on algorithms of WTA, the intelligent algorithms are often used to solve the WTA problem. The small scale of static WTA problems has been solved very well, however, the large scale of dynamic WTA problems has not been solved effectively so far. Finally, the characteristics of dynamic WTA are analyzed and directions for the future research on dynamic WTA are discussed.”"
"""Human""",“The electrical research division of the Electricity Supply Commission is concerned with investigating engineering problems encountered by the main engineering departments. The work of the division is indicated by describing briefly a number of current investigations.”
"""AI""",“The Electrical Research Division of the Electricity Supply Commission is dedicated to addressing engineering challenges faced by the primary engineering departments. The division's focus and activities are highlighted through a succinct overview of ongoing investigations.”
"""Human""","“This paper gives a brief review of the research activities on space electronics done in Chinese Academy of Space Technology (CAST), especially in Xi'an Institute of Space Radio Technology (XISRT). XISRT undertakes the development and manufacturing of space borne electronic equipment and their relevant ground TT&C in CAST. This paper deals with satellite communication and remote sensing”"
"""AI""","“This paper provides a concise overview of the research endeavors in the field of space electronics conducted at the Chinese Academy of Space Technology (CAST), with a particular emphasis on the Xi'an Institute of Space Radio Technology (XISRT). XISRT is actively engaged in the design, production, and ground operations of electronic systems for space missions within CAST. The paper's focus centers on satellite communication and remote sensing applications.”"
"""Human""","“For a convolutional encoding and Viterbi decoding system, two insertion/deletion/substitution (IDS) error correcting techniques are presented in this paper. In the first means, by using the pinned convolutional codes, a rate compatible encoding system can adapt the transmission according to the state of the channel having IDS errors. In the second means, a convolutional encoded sequence is decoded by a modified Viterbi decoding algorithm using the Levenshtein distance metric, in which the IDS errors can be corrected at the same time”"
"""AI""","“This paper introduces two insertion/deletion/substitution (IDS) error correction methods for a convolutional encoding and Viterbi decoding system. The first approach employs pinned convolutional codes to achieve rate-compatible encoding, allowing the system to adapt transmission based on the channel's IDS error state. The second method utilizes a modified Viterbi decoding algorithm that employs the Levenshtein distance metric for decoding a convolutionally encoded sequence. This approach enables simultaneous correction of IDS errors during decoding.”"
"""Human""","“The paper demonstrates the advantages arising from the simultaneous assessment of radio frequency Micro-Electromechanical Systems capacitive switches and metal-insulator-metal capacitors. The application of simple capacitive-voltage characteristics and thermally stimulated depolarization current methods, respectively, allow the discrimination of the contribution of injected charges induced space charge polarization and the dipolar polarization. The proposed method allows the direct determination of device degradation sources and can be used for the improvement of dielectric material”"
"""AI""","“This paper showcases the benefits derived from the concurrent evaluation of radio frequency Micro-Electromechanical Systems (MEMS) capacitive switches and metal-insulator-metal capacitors. Through the utilization of straightforward capacitive-voltage characteristics and thermally stimulated depolarization current techniques, the paper successfully distinguishes the influence of injected charges, induced space charge polarization, and dipolar polarization. This innovative approach facilitates the direct identification of degradation sources within the devices and holds the potential to enhance dielectric material performance and design improvements.”"
"""Human""",“The use of FDTD method has been investigated and applied for the calculation of longitudinal induced voltage caused by the high power overhead line into line-side signalling cables. FDTD has become a very important tool in the modelling of electro-magnetic field simulations. This paper has tried to show its effective application in railway environment.”
"""AI""","“The utilization of the Finite-Difference Time-Domain (FDTD) method has been explored and implemented to compute the longitudinal induced voltage resulting from high-power overhead lines affecting line-side signalling cables. The FDTD technique has emerged as a crucial resource for conducting electromagnetic field simulations. This paper demonstrates its effective application within the railway environment, particularly highlighting its significance for assessing induced voltage in such scenarios.”"
"""Human""","“For a single antenna channel, Shannon's classical capacity formula predicts a capacity increase of approximately 1 bit/cycle for every 3 dB increase in signal to noise ratio (SNR). Consequently in multiple antenna arrays, with n antenna elements, the increase in capacity can be in the order of the number of antenna elements, n more bits/cycle for each 3dB increase in SNR. This tremendous gain in capacity exhibited by MIMO channels over single antenna systems illustrates the enormous potential in wireless communications systems. This paper presents, for an indoor multielement antenna system, a geometric model incorporating local scatterers around the fixed receiver and transmitter. This model considers uniform scattering at the transmitter and non-isotropic scattering using the von Mises pdf at the receiver. The derived correlation function includes some key elements, such as antenna element spacing, degree of scattering, angle of arrival at user and array configuration in MIMO channels. The capacity of the MIMO fading channel with varying number of antenna elements, the degree of isotropic scattering at receiver, the spacing between the antenna elements and the effect of varying signal to noise ratio are investigated and presented for the chosen model.”"
"""AI""","“Shannon's classic capacity formula predicts that a single antenna channel's capacity increases by around 1 bit/cycle for every 3 dB rise in signal-to-noise ratio (SNR). Consequently, in multiple antenna arrays with n antenna elements, the capacity gain could potentially be on the order of n more bits/cycle for each 3 dB SNR increase. This remarkable capacity improvement exhibited by Multiple-Input Multiple-Output (MIMO) channels compared to single antenna systems underscores the vast potential in wireless communication. This paper introduces a geometric model for an indoor multielement antenna system that incorporates local scatterers around the fixed receiver and transmitter. The model considers uniform scattering at the transmitter and non-isotropic scattering using the von Mises probability density function at the receiver. The resulting correlation function includes crucial factors like antenna element spacing, scattering degree, angle of arrival at the user, and array configuration in MIMO channels. The paper investigates and presents the capacity of the MIMO fading channel under varying conditions such as the number of antenna elements, receiver's scattering isotropy, antenna element spacing, and changes in SNR for the specified model.”"
"""Human""","“Distance Preserving Mappings is a relatively new technique finding its way to a wide use in the coding field. New codes mapping convolutional code outputs onto spectral nulls codewords have the purpose of generating a code with a certain spectrum specification and error correction capabilities, which can be exploited by the Viterbi decoder. Combining this class of new codes with an Orthogonal Frequency Division Multiplexing modulation scheme is actually a tool to reduce Electromagnetic Compatibility Interference in selected subbands or to cancel the narrowband interference potentially caused by, amongst others, high frequency radio transmissions. Taking info consideration the fact that a narrow band noise source is almost similar to a modulated orthogonal frequency division multiplexing carrier, and also the periodicity of the nulls in our spectrum, we are able to cancel the narrowband signal and its sideband interferences without using traditional techniques of cancellation, which is based on filtering. Shaping our spectrum at the transmitter is a technique, which can be exploited at the receiver to suppress any narrowband signal interference, which is regarded as noise. We will present in this paper the technique of cancellation and the coding gain that can be obtained when comparing to the uncoded data.”"
"""AI""","“Distance Preserving Mappings (DPM) is an emerging technique gaining traction in the coding field. This method involves generating new codes that map convolutional code outputs onto spectral nulls codewords, resulting in codes with specific spectrum specifications and error correction capabilities that can be leveraged by the Viterbi decoder. When combined with Orthogonal Frequency Division Multiplexing (OFDM) modulation, these codes become a powerful tool to mitigate Electromagnetic Compatibility Interference within chosen subbands or eliminate narrowband interference potentially stemming from high-frequency radio transmissions. By considering the resemblance between a narrowband noise source and a modulated OFDM carrier and exploiting the periodicity of nulls in the spectrum, it becomes possible to cancel out narrowband signals and their sideband interferences without resorting to conventional filtering-based cancellation techniques. Transmitting data with a shaped spectrum allows for interference suppression at the receiver by treating narrowband signal interference as noise. In this paper, we present the cancellation technique and the coding gain achievable when compared to uncoded data.”"
"""Human""","“This paper presents design considerations for a low altitude long endurance solar powered Unmanned Aerial Vehicle. The considerations addressed include the determination of the available solar power, the design of the Unmanned Aerial Vehicle wing for long endurance flights and the determination of the electrical power and energy balance of the Unmanned Aerial Vehicle. Using these considerations, a solar powered Unmanned Aerial Vehicle was designed and a long endurance flight simulated. Based on the simulation results it is in principle possible to design and build a solar powered low altitude long endurance Unmanned Aerial Vehicle”"
"""AI""","“This paper delves into the intricacies of designing a solar-powered Unmanned Aerial Vehicle (UAV) tailored for extended flight duration at low altitudes. Key design aspects are meticulously examined, encompassing the assessment of available solar power, the formulation of a UAV wing design conducive to prolonged flight, and the meticulous calculation of the UAV's electrical power and energy equilibrium. Armed with these insights, a solar-powered UAV is meticulously designed, and its potential for enduring long flights is simulated. The simulation outcomes affirm the feasibility of crafting a solar-powered, low-altitude UAV optimized for enduring extended missions.”"
"""Human""","“This paper presents an adaptive hybrid Chase-like algorithm for Reed-Solomon codes, which is based on the list decoding algorithm. The adaptive hybrid algorithm is based on the reliability threshold to exclude the more reliable bits from being processed by the list decoding algorithm and reduce the complexity of the hybrid algorithm. Simulation results show that the decoding complexities of the adaptive hybrid algorithm for both (15.7) and (31.21) Reed-Solomon codes are almost the same as those of the list decoding algorithm (without Chase algorithm) at high signal-to-noise ratios, but there is a significant improvement in FER performance.”"
"""AI""","“This paper introduces an innovative adaptive hybrid Chase-like algorithm tailored for Reed-Solomon codes, founded upon the list decoding principle. The approach adapts by utilizing a reliability threshold to eliminate more dependable bits from undergoing list decoding, thereby streamlining the complexity of the hybrid algorithm. Extensive simulations demonstrate that the adaptive hybrid algorithm's decoding complexities closely align with those of the list decoding algorithm (excluding Chase) for both (15.7) and (31.21) Reed-Solomon codes under high signal-to-noise ratios. Importantly, there's a notable enhancement in the FER (Frame Error Rate) performance, signifying the effectiveness of the proposed approach.”"
"""Human""","“HIV Therapy is considered to be effective if it can reduce the viral load by 90% in less than 8 weeks and continue to suppress it to below 50 copies per mL of plasma in less than 6 months [1]. This response time to therapy as well as the time to suppress the viral load can be estimated towards the development of an interruptible control strategy for the chemotherapy of HIV. The time estimates are parameter dependent, and as such, will vary from one individual to the other. These time estimates therefore, will be useful and can be used to aid clinicians with therapy and measurement scheduling. The model used in this paper has a total of ten parameters, but in order to determine these time estimates, one only needs to know estimates for the death rate constants for the virus and actively infected CD4+ T cells, the combined drug efficacy, as well as the reproductive ratio”"
"""AI""","“Effective HIV therapy is gauged by its ability to curtail viral load by 90% within less than 8 weeks and then maintain suppression below 50 copies per mL of plasma within 6 months [1]. These response and suppression durations are pivotal in devising an interruptible control plan for HIV chemotherapy. The timelines are contingent on various parameters, making them subject to interindividual variability. As such, these estimations can be invaluable for clinicians in managing therapy and scheduling measurements. The model employed in this study comprises ten parameters, yet to determine these timelines, knowledge of the virus and actively infected CD4+ T cell death rate constants, combined drug efficacy, and the reproductive ratio suffices.”"
"""Human""","“Rapid Single Flux Quantum (RSFQ) logic is a digital circuit technology that in recent years has presented itself as an alternative to semiconductors in the application of ultra high speed, very low power applications. The optimal timing of digital circuits operating at hundreds of Gigahertz is still a complex problem for both RSFQ and semiconductor technologies. The fact that most RSFQ gates require a clock signal to function makes this even more complex. Various RSFQ liming schemes have been adapted from semiconductor design methodologies, and some have been designed specifically for RSFQ. Currently, synchronous clocking schemes outperform other schemes, but with the scale of RSFQ circuits ever increasing, the proper use of timing schemes are becoming more crucial. This paper describes a new asynchronous self-timing scheme where the details of clock distribution and clocking are built into the logic gates. Tests were done on the newly developed asynchronous logic-gales and a asynchronous full adder was implemented and tested”"
"""AI""","“Rapid Single Flux Quantum (RSFQ) logic, an emerging digital circuit technology, offers an alternative to semiconductors, particularly for ultra-high-speed and ultra-low-power applications. The precise timing of digital circuits operating at hundreds of gigahertz remains a complex challenge for both RSFQ and semiconductor technologies. The need for clock signals in most RSFQ gates adds to this complexity. Various timing schemes, adapted from semiconductor design methods or tailored for RSFQ, have been employed. Currently, synchronous clocking yields better results, but as RSFQ circuits grow larger, the effective utilization of timing becomes increasingly critical. This paper introduces a novel asynchronous self-timing approach wherein clock distribution and timing details are embedded within the logic gates. The study involves testing the new asynchronous logic gates, with an implemented and tested asynchronous full adder serving as an example.”"
"""Human""","“In this paper the torque performance of optimally designed three- and live-phase reluctance synchronous machines with different normal laminated rotor structures are studied. Both the round rotor with internal flux barriers and salient-pole rotor with no internal flux barriers but only cut-outs are investigated. The effect on the torque performance by adding third harmonic current component to the phase currents in a live-phase reluctance synchronous machine is also studied. The magnetostatic finite-element field solution with skew taken into account is used directly by an optimisation algorithm to optimise in multi-dimensions the design of the machines under same copper losses and volume. It is found that the torque increase due to third harmonic current injection is only 4% in the case of the live-phase machine with salient-pole rotor; the three-phase machine with round, internal-flux-barrier rotor is shown to outperform this machine in terms of torque by 28%. The measured torque results of the three-phase machine with round, internal-flux-barrier rotor are presented and compared with calculated results”"
"""AI""","“This paper investigates the torque performance of optimally designed three- and five-phase reluctance synchronous machines featuring various normal laminated rotor structures. Both a round rotor with internal flux barriers and a salient-pole rotor with cut-outs but no internal flux barriers are analyzed. The impact of introducing a third harmonic current component to the phase currents in a live-phase reluctance synchronous machine is also examined. The study employs a magnetostatic finite-element field solution, accounting for skew, which is used within an optimization algorithm to simultaneously optimize the design of the machines while keeping copper losses and volume constant. The findings reveal that the addition of a third harmonic current component leads to a mere 4% increase in torque for the live-phase machine with a salient-pole rotor. Moreover, the three-phase machine with a round rotor featuring internal flux barriers surpasses this machine's torque performance by 28%. The paper also presents and compares the measured torque results of the three-phase machine with the round rotor, internal-flux-barrier design with the calculated outcomes.”"
"""Human""","“The performance of turbo codes has been shown to be near the theoretical limit in the additive while Gaussian noise channel. By using orthogonal signaling, which allows for bandwidth expansion, the performance of the turbo coding scheme can be improved even further. Since this is a low-rate code, the code is mainly suitable for spread-spectrum modulation applications. In classical turbo codes the frame length is set equal to the interleaver size, however, the codeword distance spectrum of turbo codes improves with an increasing interleaver size. It has been reported that by using repetition and puncturing the performance of turbo codes can be improved. Repeat-Punctured Turbo Codes has shown a significant increase in performance at moderate to high signal-to-noise ratios. In this paper, we study the use of orthogonal signaling and parallel concatenation together with repetition and puncturing to improve the performance of superorthogonal convolutional turbo codes for reliable and effective communications. Simulation results for the additive white Gaussian noise channel are presented together with analytical upper bounds, which have been derived using transfer function bounding techniques”"
"""AI""","“This paper explores the enhancement of turbo code performance beyond the theoretical limit in the presence of additive white Gaussian noise. By leveraging orthogonal signaling, which permits bandwidth expansion, the efficiency of the turbo coding scheme can be further heightened. Given its low-rate nature, this code is particularly suitable for spread-spectrum modulation applications. While conventional turbo codes set the frame length equal to the interleaver size, the codeword distance spectrum of these codes actually improves as the interleaver size increases. Previous studies have demonstrated that employing repetition and puncturing can boost the performance of turbo codes. Specifically, Repeat-Punctured Turbo Codes have exhibited significant performance gains, particularly at moderate to high signal-to-noise ratios. This paper delves into the combined use of orthogonal signaling, parallel concatenation, repetition, and puncturing to amplify the performance of superorthogonal convolutional turbo codes for robust and efficient communications. The research includes simulation results for the additive white Gaussian noise channel, along with analytically derived upper bounds achieved through transfer function bounding techniques.”"
"""Human""","“This paper proposes a reduced complexity Maximum-Likelihood (ML) decoding Algorithm for Linear Block Codes based on the Kaneko decoder and incorporating ruling out conditions for useless iteration steps. The proposed decoding scheme is evaluated over the Additive White Gaussian Noise (AGWN) channel using Binary Phase Shift Key (BPSK) signalling by simulation. Simulations results show that for negligible performance loss, there is significant reduction in the complexity of decoding.”"
"""AI""","“This paper introduces a novel approach to enhance the efficiency of Maximum-Likelihood (ML) decoding for Linear Block Codes by leveraging the Kaneko decoder and integrating ruling out conditions to eliminate unnecessary iteration steps. The proposed decoding algorithm is assessed under the influence of Additive White Gaussian Noise (AWGN) in the context of Binary Phase Shift Key (BPSK) signaling through simulation. The simulation outcomes reveal that while maintaining virtually no degradation in performance, there is a notable reduction in the complexity of the decoding process.”"
"""Human""","“The need for greater bandwidth and higher data rates will inevitably lead to the usage of the upper portion of the k-band in terrestrial communication systems. The frequency band from 18 GHz to 20 GHz has been identified as a suitable candidate for short-haul line-of sight links. As a consequence, a 6.73 km terrestrial LOS link centered at 19.5 GHz has recently been established between the Howard College and Westville campuses of the University of KwaZulu-Natal (UKZN), with the primary objective to investigate the effect of rain attenuation over the link. Multipath propagation and the resultant frequency selective fading is another major problem afflicting such LOS links. In order to evaluate the effect of multipath propagation over the link statistical models of the channel transfer functions are required. In this paper the research into the simulation and statistical modeling of the multipath propagation for the above-mentioned LOS link will be discussed”"
"""AI""","“The demand for increased bandwidth and higher data rates is driving the exploration of the upper spectrum of the k-band in terrestrial communication systems. Specifically, the frequency range between 18 GHz and 20 GHz is being considered for short-distance line-of-sight (LOS) links. To this end, a terrestrial LOS link spanning 6.73 km and centered at 19.5 GHz has been established between the University of KwaZulu-Natal's (UKZN) Howard College and Westville campuses. The primary aim of this link is to investigate the impact of rain attenuation. Additionally, multipath propagation and the resulting frequency-selective fading pose significant challenges for such LOS links. To assess the effects of multipath propagation on the link, statistical models of channel transfer functions are essential. This paper focuses on the research related to the simulation and statistical modeling of multipath propagation for the mentioned LOS link.”"
"""Human""","“The multicell converter topology possesses a natural voltage balancing property. This paper uses models obtained previously to perform a stability analysis of multicell converters. It uses a generic model in steady-state- and time constant analyses to determine the stability of multicell converters. In this paper stability refers to balanced cell capacitor voltages, whereas instability refers to unbalanced cell capacitor voltages. The stability analysis is performed for both sinusoidal modulation as well as fixed duty-cycle modulation. The model used in the stability analyses in this paper is valid for any modulation method. The conditions that lead to stability of the cell capacitor voltages as well as that leading to instability are presented. Theoretical results are included to verify the presented stability analyses and properties”"
"""AI""","“The inherent voltage balancing capability of the multicell converter topology is explored in this study. Drawing from previously obtained models, a comprehensive stability analysis of multicell converters is conducted. The analysis employs a generic model to investigate both steady-state and time constant behaviors, aiming to ascertain the stability of multicell converters. Stability in this context pertains to the attainment of balanced cell capacitor voltages, while instability refers to unbalanced voltages. The assessment encompasses both sinusoidal modulation and fixed duty-cycle modulation scenarios. Notably, the model employed in these stability analyses holds relevance across various modulation methods. The paper outlines the conditions that lead to voltage stability, as well as those that result in instability. Theoretical outcomes are presented to validate the proposed stability analyses and their associated properties.”"
"""Human""","“As the core algorithm and the most time consuming part of almost every modern network intrusion management system (NIMS), string matching is essential for the inspection of network flows at the line speed. This paper presents a memory and time efficient string matching algorithm specifically designed for NIMS on commodity processors. Modifications of the Aho-Corasick (AC) algorithm based on the distribution characteristics of NIMS patterns drastically reduce the memory usage without sacrificing speed in software implementations. In tests on the Snort pattern set and traces that represent typical NIMS workloads, the Snort performance was enhanced 1.480/0–200/0 compared to other well-known alternatives with an automaton size reduction of 4.86–6.11 compared to the standard AC implementation. The results show that special characteristics of the NIMS can be used into a very effective method to optimize the algorithm design”"
"""AI""","“This paper focuses on the significance of string matching algorithms in network intrusion management systems (NIMS), which play a crucial role in inspecting network flows at line speed. The paper introduces a novel, memory-efficient, and time-effective string matching algorithm tailored specifically for NIMS on commonly used processors. By leveraging the distribution characteristics of NIMS patterns, modifications are made to the Aho-Corasick (AC) algorithm, resulting in significantly reduced memory consumption without compromising speed in software implementations. Through tests conducted on the Snort pattern set and representative NIMS workloads, the performance of Snort was notably enhanced by 1.480/0–200/0 in comparison to other renowned alternatives, while simultaneously achieving an automaton size reduction of 4.86–6.11 when compared to the standard AC implementation. These outcomes underscore the potential of harnessing unique NIMS characteristics to optimize algorithm design effectively.”"
"""Human""","“Embedded fuzzy controllers enhance and complement existing conventional controllers with intelligent functions derived from human control operator experience. Whenever the system to be controlled is highly nonlinear, parameters time-variant with, and certain features are too difficult or cumbersome to model, fuzzy controllers circumvent the difficulties associated with conventional mathematical modelling. This paper discusses the recently developed embedded fuzzy controller of Spoomet's Class 6E/6E1 3kV DC locomotive, which was developed to prevent the damage during starting as a result of uncontrolled wheel slip and incorrect taking up of slack. The results presented herein were achieved by using locomotive and load models and verified by both simulation and exhaustive in-service testing on a real locomotive.”"
"""AI""","“Embedded fuzzy controllers serve as valuable additions to conventional controllers by incorporating intelligent functions based on human control operator expertise. These controllers are particularly useful when dealing with highly nonlinear systems, time-varying parameters, and complex features that are challenging to model using traditional mathematical methods. This paper explores the application of an embedded fuzzy controller in Spoomet's Class 6E/6E1 3kV DC locomotive. The controller was designed to prevent damage during locomotive starting caused by uncontrolled wheel slip and improper slack management. The outcomes discussed in the paper were achieved through the utilization of locomotive and load models, and these results were validated using simulations and exhaustive real-world testing on an actual locomotive.”"
"""Human""","“This paper presents a model predictive control (MPC) scheme for the retrieval of an electrodynamic tethered sub-satellite in an inclined orbit. The scheme accounts for in-plane as well as out-of-plane motions. The control action is realized by adjusting only the tensional and electro-dynamic forces in the tether. Even though the proposed feedback law is not analytically explicit, it is easy to determine it by using a rapid re-computation of open-loop optimal control online and updating the control command at a fixed sampling interval. For each online step, the open-loop optimal control problem is solved by discretizing the continuous control problem first and then numerically solving the resulting large-scale optimization problem via nonlinear programming. The design of the feedback controller is based on a simple model which enjoys the advantage of low computational effort required for optimization, whereas the effectiveness and robustness of the proposed strategy are demonstrated by using a multi-body dynamics model of much higher fidelity.”"
"""AI""","“This paper introduces a model predictive control (MPC) approach for maneuvering an electrodynamic tethered sub-satellite in an inclined orbit. The MPC scheme accommodates both in-plane and out-of-plane motions of the sub-satellite. The control action involves adjusting the tensional and electrodynamic forces within the tether. While the feedback law is not explicitly formulated, it can be readily determined through rapid re-computation of open-loop optimal control in real-time and updating control commands at fixed intervals. This involves discretizing the continuous control problem and then solving the resulting optimization problem using nonlinear programming. The feedback controller is designed based on a simplified model to ensure low computational complexity for optimization. The effectiveness and robustness of this strategy are demonstrated using a higher fidelity multi-body dynamics model.”"
"""Human""","“The traffic performance of urban expressway is subject to non-recurring and recurring events, which may cause heavy congestion and vehicles long queuing on ramps. The low performance may bring more traffic delay to the whole network of urban road. This paper presents a new method, the joint control of variable speed control and on-ramp metering, which attempts to improve the level of traffic operations on urban expressway. By analyzing traffic flow on urban expressway, an optimum control strategy of variable speed and on-ramp metering is established in the paper”"
"""AI""","“This paper addresses the traffic performance challenges faced by urban expressways due to both non-recurring and recurring events, leading to severe congestion and extended vehicle queues on ramps. Such performance issues can cause significant traffic delays across the entire urban road network. To mitigate these problems, the paper introduces a novel approach called ""joint control of variable speed control and on-ramp metering."" By thoroughly analyzing the traffic flow dynamics on urban expressways, the study establishes an optimized control strategy that combines variable speed control and on-ramp metering. This integrated approach aims to enhance the overall traffic operations and efficiency of urban expressways, effectively managing congestion and minimizing delays.”"
"""Human""","“This paper proposes an artificial neural network maximum power point tracker (M PPT) for solar electric vehicles. The MPPT is based on a highly efficient boost converter with insulated gate bipolar transistor (IGBT) power switch. The reference voltage for MPPT is obtained by artificial neural network (ANN) with gradient descent momentum algorithm. The tracking algorithm changes the duty-cycle of the converter so that the PV-module voltage equals the voltage corresponding to the MPPT at any given insolation, temperature, and load conditions. For fast response, the system is implemented using digital signal processor (DSP). The overall system stability is improved by including a proportional-integral-derivative (PID) controller, which is also used to match the reference and battery voltage levels. The controller, based on the information supplied by the ANN, generates the boost converter duty-cycle. The energy obtained is used to charge the lithium ion battery stack for the solar vehicle. The experimental and simulation results show that the proposed scheme is highly efficient”"
"""AI""","“In this paper, an innovative approach is introduced for enhancing the efficiency of solar electric vehicles through the integration of an artificial neural network maximum power point tracker (MPPT). This MPPT system is designed around a high-efficiency boost converter featuring an insulated gate bipolar transistor (IGBT) power switch. The core of the MPPT's functionality lies in an artificial neural network (ANN) combined with the gradient descent momentum algorithm, which calculates the reference voltage. This reference voltage guides the MPPT algorithm to adjust the converter's duty-cycle, ensuring that the photovoltaic (PV) module voltage aligns with the MPPT under varying insolation, temperature, and load conditions. To achieve swift response times, a digital signal processor (DSP) is employed. To bolster system stability, a proportional-integral-derivative (PID) controller is incorporated, serving the dual purpose of matching the reference and battery voltage levels. The controller, drawing insights from the ANN, manages the duty-cycle of the boost converter, harnessing energy to charge the lithium-ion battery stack for the solar vehicle. The paper showcases experimental and simulation results affirming the efficiency and effectiveness of the proposed system.”"
"""Human""","“Virtual enterprises (VEs) are the most promising structure for future enterprises. The cooperative environment of VEs is investigated in this paper. The cooperation in a VE is a process and the depth of the cooperation and the information transparency change in different phases of the cooperation. A tri-layered cooperative structure pattern is discussed with a tri-layered cooperative process model which includes the conceptual cooperation model, the detailed cooperation model, and the executive cooperation model. Analysis of the tri-layered process modeling provides a foundation for the cooperation environment”"
"""AI""","“This paper delves into the realm of virtual enterprises (VEs), which are poised to be the cornerstone of future enterprise structures. The study focuses on the collaborative landscape within VEs. Cooperation within a VE is regarded as a dynamic process, with the extent of collaboration and the level of information transparency undergoing fluctuations across various cooperation phases. A tri-layered cooperative structure pattern is examined, accompanied by a tri-layered cooperative process model. This model encompasses the conceptual cooperation model, the detailed cooperation model, and the executive cooperation model. Through an in-depth analysis of this tri-layered process model, the paper establishes a solid groundwork for understanding and navigating the cooperation dynamics within the VE environment.”"
"""Human""","“Binary optics, where the optical element can be fabricated on a thin glass plate with micro-ion-etching film layer, has been widely applied in recent years. A novel optical scanning system for gene disease diagnostics described in this paper has four kinds of optical devices, including beam splitters, an array lens, an array filter and detection arrays. A software was developed to design the binary optics system using an iterative method. Two beam splitters were designed and fabricated, which can divide a beam into a 9 × 9 array or into a 13 × 13 array. The beam splitters have good diffraction efficiencies (>70%) and an even energy distribution. The gene disease diagnostic system is a portable biochip and binary optics technology. The binary optical devices in the non-confocal scanning system can raise the fluorescence detection sensitivity of the micro-array hybrid biochip”"
"""AI""","“In recent times, binary optics has emerged as a versatile approach, enabling the creation of optical components on thin glass plates with micro-ion-etched film layers. This paper introduces a pioneering optical scanning system tailored for gene disease diagnostics, comprising four distinct optical components: beam splitters, an array lens, an array filter, and detection arrays. The development process involved the creation of software employing an iterative approach for designing the binary optics system. The outcome encompasses two beam splitters designed and fabricated to partition a beam into a 9×9 array or a 13×13 array. These beam splitters exhibit commendable diffraction efficiencies (>70%) and an equitable energy distribution. The resultant gene disease diagnostic system embodies a portable biochip integrated with binary optics technology. By employing binary optical devices in the non-confocal scanning setup, the fluorescence detection sensitivity of the micro-array hybrid biochip is substantially enhanced.”"
"""Human""","“The focus of this paper is on a new concept framework and an architecture of an intelligent decision support syetem generator (DSSG). The framework results from a synthesis of two existing frameworks: Spragae and Bonczek, while the architecture is a rooted partial order network. From our experience which comes out of the project of DSSG, we consider that they are keys of further research and development of DSS.”"
"""AI""","“This paper centers around introducing a novel conceptual framework and architecture for an intelligent decision support system generator (DSSG). The framework is an amalgamation of two established frameworks, namely Spragae and Bonczek, while the architecture is founded on a rooted partial order network. Drawing from insights gleaned during our involvement in the DSSG project, we view these elements as pivotal for advancing the realm of decision support system research and development.”"
"""Human""","“State of the art speaker identification systems use the Gaussian mixture models (GMM) classifier. Support vector machines (SVM) offers a competing classification algorithm. Both classification methods have been evaluated on speaker recognition tasks and have shown to produce uncor-related errors with sometimes similar performance. In this paper their performance is compared on the amount of data required for optimal performance and effect of different spectral nonlinearities in the feature-sets. The results show that for limited training data the SVM classifier is better but as the data is increased the GMM classifier outperforms it. The SVM classifier is also very expensive. This suggest that the GMM classifier will continue to be the popular classification engine for speaker recognition tasks. SVM can be used in special cases such as when there is limited data or as a secondary classifier, otherwise it is computationally very expensive and offers little in return."""
